form_name;variable_name;field_label;code;choice_label_dk;choice_label_uk;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_anxious_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;2;10%;10%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_on_vacation_v10;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;2;10%;10%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_busy_v10;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;2;10%;10%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_missed_goals_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;2;10%;10%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_no_support_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;2;10%;10%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_ubusy_schedule_v10;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;2;10%;10%;;;;
sefnc_baseline_v4;sefnc_when_tired;Hvor sikker er du på, at du kan følge din kost, når du er træt?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_during_crisis;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_when_depressed;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_when_anxious;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_on_vacation;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_when_busy;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_when_missed_goals;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_no_support;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_busy_schedule;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_when_tired_v6;Hvor sikker er du på, at du kan følge din kost, når du er træt?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_during_crisis_v6;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_when_depressed_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_when_anxious_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_on_vacation_v6;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_when_busy_v6;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_when_missed_goals_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_no_support_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;3;20%;20%;;;;
sefnc_week12_v6;sefnc_ubusy_schedule_v6;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_tired_v10;Hvor sikker er du på, at du kan følge din kost, når du er træt?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_during_crisis_v10;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_depressed_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_anxious_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_on_vacation_v10;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_busy_v10;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_missed_goals_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_no_support_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;3;20%;20%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_ubusy_schedule_v10;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;3;20%;20%;;;;
sefnc_baseline_v4;sefnc_when_tired;Hvor sikker er du på, at du kan følge din kost, når du er træt?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_during_crisis;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_when_depressed;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_when_anxious;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_on_vacation;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_when_busy;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_when_missed_goals;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_no_support;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_busy_schedule;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_when_tired_v6;Hvor sikker er du på, at du kan følge din kost, når du er træt?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_during_crisis_v6;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_when_depressed_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_when_anxious_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_on_vacation_v6;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_when_busy_v6;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_when_missed_goals_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_no_support_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;4;30%;30%;;;;
sefnc_week12_v6;sefnc_ubusy_schedule_v6;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_tired_v10;Hvor sikker er du på, at du kan følge din kost, når du er træt?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_during_crisis_v10;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_depressed_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_anxious_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_on_vacation_v10;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_busy_v10;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_missed_goals_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_no_support_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;4;30%;30%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_ubusy_schedule_v10;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;4;30%;30%;;;;
sefnc_baseline_v4;sefnc_when_tired;Hvor sikker er du på, at du kan følge din kost, når du er træt?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_during_crisis;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_when_depressed;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_when_anxious;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_on_vacation;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_when_busy;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_when_missed_goals;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_no_support;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_busy_schedule;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_when_tired_v6;Hvor sikker er du på, at du kan følge din kost, når du er træt?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_during_crisis_v6;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_when_depressed_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_when_anxious_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_on_vacation_v6;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_when_busy_v6;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_when_missed_goals_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_no_support_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;5;40%;40%;;;;
sefnc_week12_v6;sefnc_ubusy_schedule_v6;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_tired_v10;Hvor sikker er du på, at du kan følge din kost, når du er træt?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_during_crisis_v10;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_depressed_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_anxious_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_on_vacation_v10;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_busy_v10;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_missed_goals_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_no_support_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;5;40%;40%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_ubusy_schedule_v10;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;5;40%;40%;;;;
sefnc_baseline_v4;sefnc_when_tired;Hvor sikker er du på, at du kan følge din kost, når du er træt?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_during_crisis;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_when_depressed;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_when_anxious;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_on_vacation;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_when_busy;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_when_missed_goals;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_no_support;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_busy_schedule;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_when_tired_v6;Hvor sikker er du på, at du kan følge din kost, når du er træt?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_during_crisis_v6;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_when_depressed_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_when_anxious_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_on_vacation_v6;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_when_busy_v6;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_when_missed_goals_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_no_support_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;6;50%;50%;;;;
sefnc_week12_v6;sefnc_ubusy_schedule_v6;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_tired_v10;Hvor sikker er du på, at du kan følge din kost, når du er træt?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_during_crisis_v10;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_depressed_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_anxious_v10;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_on_vacation_v10;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_busy_v10;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_missed_goals_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_no_support_v10;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;6;50%;50%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_ubusy_schedule_v10;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;6;50%;50%;;;;
sefnc_baseline_v4;sefnc_when_tired;Hvor sikker er du på, at du kan følge din kost, når du er træt?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_during_crisis;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_when_depressed;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_when_anxious;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_on_vacation;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_when_busy;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_when_missed_goals;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_no_support;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;7;60%;60%;;;;
sefnc_baseline_v4;sefnc_busy_schedule;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_when_tired_v6;Hvor sikker er du på, at du kan følge din kost, når du er træt?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_during_crisis_v6;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_when_depressed_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig deprimeret?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_when_anxious_v6;Hvor sikker er du på, at du kan følge din kost, når du føler dig ængstelig?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_on_vacation_v6;Hvor sikker er du på, at du kan følge din kost, når du er på ferie?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_when_busy_v6;Hvor sikker er du på, at du kan følge din kost, når du har meget arbejde at lave?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_when_missed_goals_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke har nået dine kostmål?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_no_support_v6;Hvor sikker er du på, at du kan følge din kost, når du ikke får støtte fra familie/venner?;7;60%;60%;;;;
sefnc_week12_v6;sefnc_ubusy_schedule_v6;Hvor sikker er du på, at du kan følge din kost, når dit skema er hektisk (er ressource- og/eller tidskrævende)?;7;60%;60%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_when_tired_v10;Hvor sikker er du på, at du kan følge din kost, når du er træt?;7;60%;60%;;;;
selfefficacy_for_nutrition_change_sefnc_week_52;sefnc_during_crisis_v10;Hvor sikker er du på, at du kan følge din kost under eller efter en personlig krise?;7;60%;60%;;;;
